,S118,S121,S126,S127,S137,S141,S143,S146,S153,S155,S158,S187,S193,S194,S195,S198,S205,S224,S225,S231,S235,S244,S248,S258,S263,S264,S268,S269,S286,S288,S297,S334,S344,S353,S365,S370,S378,S380,S381,S389,S398,S421,S422,S424,S434,S436,S439,S446,S451,S456,S458,S462,S463,S468,S470,S475,S476,S478,S479,S483,S484,S495,S497,S517,S524,S526,S529,S53,S530,S536,S543,S550,S551,S552,S561,S563,S577,S58,S584,S587,S589,S59,S591,S598,S602,S604,S614,S617,S618,S628,S643,S655,S77,S80,S88,S92
s__Bifidobacterium_dentium,0,0,2686,0,0,0,3375,0,2871,579,0,9704,0,0,0,11497,0,0,0,0,0,0,15705,0,0,0,0,0,0,0,0,0,0,0,1732,0,0,0,0,5736,9901,0,255963,0,0,0,0,0,0,0,5748,0,0,154235,0,0,139959,0,0,0,0,1005,0,0,0,37579,0,0,17395,0,37374,0,23360,89575,0,0,1435,0,0,0,0,0,0,66181,0,23482,3649,0,0,0,0,0,0,33419,0,2887
s__Bifidobacterium_adolescentis,119927,773214,857188,322213,16069,113101,1153486,338062,353236,660700,418836,604528,883620,17025,416082,581179,94657,14543,253058,444,533,556468,969107,89242,6851,198871,432941,1728,16590,1357,165791,1242923,337,450644,15126,95,27995,229000,453867,499969,111084,19507,413328,6851,619,0,986,92649,10635,4681,12982255,889,2388304,1060400,292293,96989,1561069,2741,1139244,392,575145,2195762,222569,696683,1958619,3818,5740121,2206611,2284011,2197058,868385,986,1288390,2673560,257,1799975,650322,785,955751,525795,322213,457033,517308,5125398,100072,621,94657,15126,740899,368580,132927,3764636,123014,1220103,62701,94657
s__Bifidobacterium_pseudocatenulatum,0,0,17218,0,0,6485,151043,0,12488,0,0,0,0,0,0,0,0,0,0,0,1695056,90385,0,402690,253253,0,0,0,0,0,0,0,0,15307,0,13897,0,0,0,0,0,0,0,0,0,0,0,0,64140,79921,0,13541,0,0,499,0,243434,0,0,0,0,0,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28396,436828,0,0,0,0,0,460906,0,232742,0,0,0,0,1454,0,0
s__Bifidobacterium_catenulatum,0,0,0,0,1332,0,0,0,0,0,0,211019,0,0,0,0,0,0,3937,0,6982,0,0,0,0,0,0,0,506919,0,18408,325624,0,6143,0,0,0,0,1035,0,0,0,2968,0,0,19481,0,0,0,0,0,0,0,0,48383,0,8765,0,0,0,0,0,363723,0,0,0,0,0,99483,0,0,0,0,0,0,0,0,2168839,0,0,0,0,968,1970,0,0,0,0,0,0,0,0,0,255,0,0
s__Actinobaculum_massiliense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_graevenitzii,0,0,0,0,0,0,0,0,0,0,0,745,0,1894,2554,1090,2918,0,0,3950,0,0,0,0,0,0,0,0,0,10220,0,0,0,0,584,949,0,0,0,0,240,0,0,9442,2065,0,3273,1668,0,0,0,0,618,0,0,0,0,0,3900,0,0,19970,0,0,0,0,3841,0,0,1738,0,0,0,0,1215,0,0,0,0,0,0,0,9359,0,0,0,0,0,0,0,10285,0,0,0,0,0
s__Actinomyces_massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_johnsonii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_naeslundii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_oris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_viscosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,0,0,9291,0,0,0,0,0,0,716,0,0,0,0,0,0,1004,0,1351,0,0,6050,661,0,0,636,269,0,1005,863,0,0,0,1709,334,0,0,0,0,0,0,0,0,0,0,2886,0,0,0,0,0,0,0,0,0,0
s__Varibaculum_cambriense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Mobiluncus_curtisii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_europaeus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_turicensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,7398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_sp_HPA0247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142284,0,0,80340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Actinomyces_odontolyticus,97,0,0,0,1305,0,0,194,4501,0,0,24553,0,1982,0,0,483,0,0,484,0,0,0,0,3027,0,0,5911,0,6794,0,3716,4391,0,969,0,1489,0,1857,0,0,203,0,4194,10344,0,422,0,0,4380,15988,2978,406,97,0,0,0,0,8104,621,9204,3376,7435,1955,7139,21648,3856,0,2416,4437,0,0,0,1174,3672,0,0,3027,7086,0,0,0,0,0,0,24007,0,0,0,0,0,0,0,0,8258,0
s__Propionibacterium_propionicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Propionibacterium_freudenreichii,0,0,0,0,0,0,0,0,14562,0,0,0,0,0,30020,18580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,0,0,0,0,0,0,0,0,752,0,9765,13684,19981,0,0,0,6905,0,0,9282,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11644,0,1922,0,0,0,0,0,421,0,0,1197753,0,1167,3836,0,0,0,0,0,38216,0
s__Propionibacterium_acnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Corynebacterium_durum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Corynebacterium_glutamicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,6466
s__Corynebacterium_accolens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Akkermansia_muciniphila,3051651,138104,2317308,201589,13285,25202,226918,33203,8582,1380816,512698,1605768,321495,48149,1608701,235003,3210723,3497,1450926,552951,1172906,3044,629924,292931,2867349,901562,3414,2735623,424329,2467408,54558,140279,27098,54983,2412106,125091,16608,232642,233822,424995,320893,28807,10889,2273759,1045598,6633506,261442,38478,2560,1321344,704124,1611073,858010,198054,49658,273179,1056078,519191,6353,199,39168,1021080,2057600,866138,118993,82643,163467,3769255,940,94450,933451,43957,1546590,969325,10155627,506237,2256216,1002538,53134,59926,281544,1610,423141,551680,648202,9100240,93183,375410,455158,326278,98967,65061,1749630,42887,2310,801868
s__Chlorobium_phaeobacteroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Butyricimonas_synergistica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2732,0,3414,0,0,0,0,0,0,0,0,0,0,10403,0,0,0,0,0,0
s__Odoribacter_splanchnicus,80485,45523,103959,62438,0,41765,0,0,15675,20967,129385,98326,411903,154044,0,50434,0,101333,65905,40613,0,0,0,0,0,52544,0,0,20381,0,0,0,49619,0,36934,0,72866,0,43876,0,83891,0,44896,0,0,200610,0,22448,0,41765,36981,73846,37044,0,20882,45209,150199,0,0,77120,59763,0,203513,95847,0,32604,0,84357,15675,0,124295,0,0,90953,0,40762,33728,0,0,164387,0,0,74246,66241,0,0,0,44292,41934,154779,130827,0,76152,36918,45710,0
s__Odoribacter_laneus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136916,0,0,0,0,462661,52097,0,0,0,0,0,0,0,0,121280,0,0,0,0,309962,0,0,5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47003,0,68376,0,0,0,150097,0,0,0,0,0,0,0,0,0,0,0,98796,0
s__Alistipes_indistinctus,15950,1314,12785,2486,10871,3707,1306,5247,2486,7040,13995,3433,575963,6038,0,11654,0,24525,11213,13347,0,0,7458,0,70775,4996,1466,4991,8549,52820,686,1619,0,2838,10627,0,172,1986,14644,4072,0,809,3263,50505,2292,86469,0,343,144314,9205,37670,172,46643,12351,3570,1620,2172,8003,1360,49685,34632,1407,6101,25971,2716,46278,108849,53303,1986,0,95651,92,1986,3447,18709,3152,13490,18709,91031,6040,1986,136562,5180,22000,23196,16676,2236,8470,4991,3447,126256,1926,2598,2486,11968,24911
s__Alistipes_sp_AP11,118964,0,0,0,0,0,0,0,58659,166404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55868,0,0,0,0,0,0,51745,112586,0,0,0,65643,0,0,79377,0,125682,197263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104389,0,0,358110,292260,0,122572,0,0,323748,0,0,0,0,0,0,137720,0,0,0,0,107181,78775,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroidales_bacterium_ph8,235100,35056,51559,63474,7221,59762,38373,29809,78850,183741,325737,125857,889122,32958,0,32822,2979,36107,225890,12091,3939,638,22962,577,86234,203392,16141,700,30114,28494,29602,0,0,51537,70296,159329,21069,32822,11749,11831,350,0,80139,124789,65809,350253,0,14801,71806,371511,88546,27357,32822,8112,33071,34928,700,500539,5408,186146,31037,60249,169450,89768,0,119201,34044,132423,5156,0,103746,1209,30114,199815,4117,139294,15554,184175,53962,47278,700,22996,10646,523076,47144,1841,19570,77859,106431,2169,212611,18899,36107,83194,60020,577
s__Alistipes_putredinis,1655108,319726,645494,243759,51953,706029,1090653,255877,1016827,632468,296351,437195,2230058,1283343,73964,1618654,775779,452551,576588,131548,166307,213752,227934,110770,24748,533526,417001,211694,189668,349289,95839,31224,243414,287609,293847,1030069,393554,47330,423004,582385,780657,380061,453941,865432,393195,269721,229805,408628,9352247,1085210,351240,742499,617814,13026,176373,64691,16229,1008557,45870,1195463,2048755,1235248,624377,174731,765490,1223042,242168,375181,120100,229805,1281189,22970,339434,34340,180545,411420,317003,319726,794202,72157,109345,294572,694450,737339,847989,64523,284428,213654,472243,538391,250680,136092,325098,339434,447437,86492
s__Alistipes_onderdonkii,1688551,3680,15246,16466,16187,110836,166368,3151,387230,104379,1010862,4323,92178,319310,1646745,104203,190642,152344,12188,39921,73056,243306,299,61623,133122,113438,9597,332093,5665,3182172,8366,24682,49890,2427,39935,956890,29401,9003,115702,174036,68880,17139,51429,858565,45223,47833,152344,27261,70005,455807,51573,42302,115400,6077,7123,20154,139078,219340,2054,42945,38057,1238,22649,76137,91680,314023,63358,126879,9804,847575,285838,1198,534514,20671,113571,63358,22157,25185,186676,23254,7000,3638,258257,81566,8981,102874,84489,4547,87383,18704,76137,121241,81718,8722,8891,2468
s__Alistipes_sp_HGB5,149382,0,0,0,0,0,0,0,0,0,0,0,738503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126384,270878,0,0,90737,1179701,0,0,0,158543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96398,0,0,0,0,0,0,0,0,0,0,193029,0,0,45304,0,0,0,0,0,0,0,514995,0,0,0,0,0,0,0,0,0,0,0
s__Alistipes_finegoldii,153874,41381,59162,1810,11178,280311,3247,1632,27112,36545,427457,1780,75050,23436,32123,110790,88692,79057,8035,14158,16803,143097,0,27976,929,104408,53023,4079,15193,77096,4715,3759,1163,17665,15045,67299,1922,657,863,29457,47637,2769,4295,4235,30047,62957,5631,4505,5148,2522,7505,1922,23356,328,4485,14293,138166,2829,3324,16944,27554,524,182947,1530,774806,96814,3759,23356,4247,1922,11456,2699,232752,1198,201,1530,24665,85112,32318,272922,14293,2402,20751,36021,4475,2504,5631,37723,40847,13126,27694,10099,61066,775,4540,4235
s__Alistipes_shahii,241236,102944,513536,39499,55648,19513,451197,29480,120563,74429,45449,140395,905613,193630,40038,83390,64,370695,45779,39952,0,100,28113,0,235454,55416,82495,36192,50861,249320,19664,200,0,34657,12868,58576,37225,6893,86918,38457,0,121445,199834,36192,109600,710938,0,139814,78909,505014,22957,631225,79690,334,35237,57760,200028,139227,1029,17392,160222,46493,144005,90517,34476,94755,30315,168395,6471,6893,961666,4280,28425,94217,15157,35058,93929,6893,101246,411075,31660,123048,60104,259527,128,15759,3510,30807,84421,34295,66143,39977,28425,31660,42865,8561
s__Alistipes_senegalensis,4496,2283,111652,6610,7676,111,0,1083,1992,3807,16713,34560,138551,12975,13933,69858,0,29424,7323,7243,1427,0,9375,435,9643,2913,1795,3021,797,13901,709,2615,5951,3492,6261,2742,4701,2505,2514,418,0,6914,1598,4701,9609,85145,0,7877,55923,25763,8828,8641,24824,9072,5197,735,87989,752,1529,439,55,28496,70651,1681,47397,5845,162,3881,1066,0,35075,2975,127,23572,3021,572,8555,2283,37174,23106,752,16515,2505,6267,144,1257,281,278,16973,11675,1058,2615,435,8038,3071,0
s__Parabacteroides_merdae,99717,499689,36713,122206,20193,10918,622603,129007,273996,412865,462159,144442,38146,298521,3213,105157,2882,70280,204409,25659,79071,15768,159727,25111,69562,181618,36066,5764,155670,53123,71710,22506,0,6426,141457,21246,5308,137224,124601,48410,0,68186,206397,78290,215587,268998,692895,133324,62224,554104,252913,370340,34204,148475,145515,39580,34204,118022,21836,3213,251848,89003,55816,70280,217823,161792,129448,2171,126461,36066,167688,36146,25111,68186,5764,227814,353572,55816,204160,236470,25111,62801,354007,430036,57450,2882,54469,7466,105157,105872,266390,22506,171587,141376,8280,52100
s__Parabacteroides_johnsonii,200,0,0,0,1203,0,0,0,3424,0,0,2814,0,0,0,0,0,0,0,22933,0,0,0,0,0,0,0,46230,6315,0,294,2254,0,0,0,0,0,0,0,0,0,1127,0,1896,25931,4600,0,0,0,0,0,5306,83558,0,0,13872,0,0,0,0,0,137726,3110,0,0,948,0,427385,0,0,5749,0,0,0,0,0,0,0,0,0,0,4132,152,0,0,0,0,9887,0,0,0,0,0,0,0,0
s__Parabacteroides_goldsteinii,0,0,174689,3294,3372,0,0,1989,9430,0,28231,114920,439045,2116,0,0,0,2244,0,0,0,0,30247,0,0,0,0,0,3851,994,814,0,0,0,0,0,3321,0,994,0,0,0,8837,2696,47727,0,0,9840,0,0,0,3294,10819,0,0,0,0,0,0,0,0,309897,0,0,0,0,0,0,0,0,0,6322,0,0,6299,0,8199,0,0,0,0,1989,141592,0,0,0,0,2493,5533,0,59831,0,6294,78323,7657,0
s__Parabacteroides_distasonis,3094,52415,91925,10630,35933,19225,10240,44172,49575,226159,4645,151440,52415,187865,679,121297,325,47688,10370,7905,36431,11316,10579,7734,36744,3483,14899,1210,2100,37341,5172,1656,717,26765,39776,42349,995,11022,5124,2586,81734,14673,1272,217340,75206,151963,149,7901,432976,254965,7023,128209,13396,10474,23777,5679,2820,12739,4363,58766,14421,280607,4978,28842,2569,39776,10579,67258,9143,149,249041,70067,4978,188729,20245,75171,128223,154976,57589,60438,7734,8577,2820,651,41557,6429,11022,42808,5807,55855,592,1656,170494,57838,4862,7734
s__Parabacteroides_sp_D13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_sp_3_1_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Porphyromonas_bennonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843,0,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Porphyromonas_somerae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Porphyromonas_uenonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Porphyromonas_asaccharolytica,0,0,0,0,0,0,0,0,0,514,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Barnesiella_intestinihominis,117651,253965,591941,35437,253030,29372,24298,80673,189940,197371,941231,437904,2294796,773817,5729,30568,9338,788994,245919,18932,71046,15996,84233,7677,221853,295912,106884,20534,48549,84324,29921,106884,620381,11458,51535,557650,363007,115256,124439,15246,285,33169,135678,519451,105913,217653,0,85557,157830,118289,110871,159568,201278,1675,77634,11799,932245,684928,2517,360343,830158,295271,246194,353483,497755,858179,84324,616391,25304,106884,118289,52383,11799,30568,84819,24953,30244,200858,7677,70280,571,61919,68240,421396,218008,52676,33002,274739,20534,295886,1314830,18676,316224,30568,168633,20534
s__Coprobacter_fastidiosus,0,0,3970,8567,0,10053,0,0,210,6533,21529,9650,31079,0,0,0,0,6958,6635,2577,0,0,0,0,0,3599,0,0,4028,7469,148,1278,0,0,9178,0,1052,0,0,0,0,6730,17667,1434,0,97833,0,3470,2014,5650,0,6940,0,0,2738,128,0,0,0,0,13434,18716,27954,3599,0,4315,0,58020,0,0,31870,0,0,0,561,0,74,0,5328,0,0,840,4615,0,0,0,0,3902,24520,54111,0,257,3902,13339,0,0
s__Bacteroides_oleiciplenus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_intestinalis,0,0,254272,0,1682,0,0,153441,2023,0,0,0,1754536,0,0,0,0,0,0,5324,0,0,0,14154,0,0,0,0,6486,0,67530,0,0,0,0,0,7318,0,0,0,0,0,0,0,0,0,0,0,0,160610,0,0,0,0,80851,714,0,0,0,0,77252,0,0,0,654916,0,0,0,0,0,0,23274,0,0,0,0,1011,0,203872,0,0,11683,0,89483,0,0,0,11573,0,51973,8617,0,0,17134,1682,0
s__Bacteroides_cellulosilyticus,59986,53639,32521,90325,28698,684554,1020264,8947,180817,387404,778376,41422,16260,970503,1333,213039,1691,130375,135,17894,38744,828,710,1956,53639,32521,89022,79935,94527,710,61158,48596,48596,32342,25207,1165326,23919,23374,343827,452336,0,36570,66257,94883,18352,69377,1322920,38996,1503302,12519189,0,133619,48342,67,67,0,2572,67,713,0,13193,46181,96840,11045,10825,59948,11045,172759,1426,23919,123533,355,2572,32521,271551,243712,98402,122884,15341,1127,8947,90325,394870,27947,7628,3155,1333,85089,277954,443178,52259,48303,232809,23374,1426,6310
s__Bacteroides_clarus,0,0,0,0,2905,0,0,7560,0,0,128,27323,0,35438,0,0,0,128,0,0,0,0,454,0,6534,0,0,0,2567,0,899,0,0,300,0,0,0,0,0,0,0,0,12462,0,0,0,0,0,0,196034,0,0,0,0,0,0,0,0,0,0,0,161135,0,0,0,746,0,0,0,0,0,0,0,46642,0,0,0,0,0,0,40637,0,0,0,0,0,0,1932,34754,0,0,15182,63352,0,2834,0
s__Bacteroides_eggerthii,0,1006150,0,0,179718,0,116,0,0,0,0,27639,0,0,0,0,0,0,0,23671,0,0,0,0,53220,0,0,0,3261,624542,6357,0,0,266041,0,0,750,0,245792,0,0,314182,192373,239,119,0,0,0,0,0,0,739625,147823,0,1092,163365,0,0,0,0,0,0,0,0,0,119,51781,0,11643,0,2642143,0,0,0,0,0,148998,0,0,0,329134,365983,1546481,0,0,0,0,0,0,0,73080,0,0,0,14018,0
s__Bacteroides_stercoris,0,512,114256,0,25282,0,291920,118,0,763839,0,553411,502860,1691,0,417981,0,0,518449,845,0,0,57105,0,512,0,5111,0,179144,0,59461,0,0,12614,256,0,885,0,59,868,0,195551,1278,87321,315112,0,0,1484,719878,0,0,348619,0,0,3398,9457,0,95468,0,256,581014,59,311842,0,116408,174466,0,0,0,100820,941184,1736,0,1078,0,0,539,0,0,0,0,0,0,0,464529,0,0,1691,8945,176087,24902,0,0,0,70148,8061
s__Bacteroides_uniformis,36701,1270707,539333,308202,119264,751335,63838,428498,311391,1758798,2713503,560612,320814,1365375,434986,232051,8411648,1291010,723305,236923,245295,219905,64167,951402,96528,1024068,309243,301035,997253,777444,37039,290268,1286208,80941,1701646,88409,279490,274329,231872,251613,2723810,356774,363583,41551,44138,1726085,6288928,2336292,1323259,118295,122439,189389,223100,9820,23447,665929,1422796,528537,17597,2420395,628078,215415,276238,271175,506389,404394,215278,39498,89533,290268,1166016,725334,3921217,604491,1192796,764379,286168,368899,517374,39044,149543,198284,1275126,476455,1838352,424163,150436,199435,284430,456466,726564,176132,351759,95878,42879,76721
s__Bacteroides_salyersiae,0,0,0,0,0,0,0,34452,0,0,0,0,0,0,0,0,0,0,0,1681,0,0,0,0,0,0,0,0,2162,0,0,0,0,0,0,0,0,0,4543,0,0,0,0,0,0,0,0,0,0,0,0,48465,0,0,0,0,0,0,0,0,0,0,0,0,0,781442,0,0,0,0,0,0,0,0,0,0,84564,0,132343,0,0,0,0,0,0,0,0,64530,0,0,51299,0,0,0,1171,0
